Date,Store,Item,Sales,Month,Week,IsHoliday,Store_ID,Store_Type,Region,Item_ID,Category,Price,Temperature,Rainfall,Is_Ugadi,Is_Winter,Discount
2024-01-04,Jammu,Woolen Jackets,56,1,1,0,1,Tourism,North,103,Clothing,1500,8.046261584,1.125621247,0,1,100
2024-01-04,Jammu,Mosquito Repellents,2,1,1,0,1,Tourism,North,104,Health,80,0.047108967,7.818098388,0,1,5
2024-01-04,Jammu,Cold Beverages,6,1,1,0,1,Tourism,North,105,Beverage,30,4.381558519,4.747806557,0,1,2
2024-01-04,Jammu,Rice,3,1,1,0,1,Tourism,North,106,Grocery,60,4.119474367,2.695004396,0,1,3
2024-01-04,Hyderabad,Packed Bottled Water,5,1,1,0,2,Metro,South,101,Beverage,20,21.72483342,0.342311542,0,0,0
2024-01-04,Hyderabad,Dry Fruits,2,1,1,0,2,Metro,South,102,Grocery,250,25.01968362,9.571406402,0,0,10
2024-01-04,Hyderabad,Woolen Jackets,4,1,1,0,2,Metro,South,103,Clothing,1500,29.09795743,8.385350448,0,0,100
2024-01-04,Hyderabad,Mosquito Repellents,25,1,1,0,2,Metro,South,104,Health,80,25.79535017,3.83791746,0,0,5
2024-01-04,Hyderabad,Cold Beverages,24,1,1,0,2,Metro,South,105,Beverage,30,29.77394915,8.817449502,0,0,2
2024-01-04,Hyderabad,Rice,32,1,1,0,2,Metro,South,106,Grocery,60,29.52242257,9.087284208,0,0,3
2024-01-05,Jammu,Packed Bottled Water,13,1,1,0,1,Tourism,North,101,Beverage,20,3.088080788,5.795311506,0,1,0
2024-01-05,Jammu,Dry Fruits,42,1,1,0,1,Tourism,North,102,Grocery,250,1.781342337,5.152561113,0,1,10
2024-01-05,Jammu,Woolen Jackets,73,1,1,0,1,Tourism,North,103,Clothing,1500,5.407707149,0.254191407,0,1,100
2024-01-05,Jammu,Mosquito Repellents,6,1,1,0,1,Tourism,North,104,Health,80,8.73590232,0.926068319,0,1,5
2024-01-05,Jammu,Cold Beverages,4,1,1,0,1,Tourism,North,105,Beverage,30,4.117478453,0.892148257,0,1,2
2024-01-05,Jammu,Rice,4,1,1,0,1,Tourism,North,106,Grocery,60,8.241387886,1.106992371,0,1,3
2024-01-05,Hyderabad,Packed Bottled Water,5,1,1,0,2,Metro,South,101,Beverage,20,25.99494859,0.069412967,0,0,0
2024-01-05,Hyderabad,Dry Fruits,3,1,1,0,2,Metro,South,102,Grocery,250,23.89350297,3.366565381,0,0,10
2024-01-05,Hyderabad,Woolen Jackets,4,1,1,0,2,Metro,South,103,Clothing,1500,17.50359306,2.634066403,0,0,100
2024-01-05,Hyderabad,Mosquito Repellents,25,1,1,0,2,Metro,South,104,Health,80,27.17957952,3.792054676,0,0,5
2024-01-05,Hyderabad,Cold Beverages,15,1,1,0,2,Metro,South,105,Beverage,30,22.0033486,9.759316408,0,0,2
2024-01-05,Hyderabad,Rice,20,1,1,0,2,Metro,South,106,Grocery,60,31.73541008,7.357458372,0,0,3
2024-01-06,Jammu,Packed Bottled Water,16,1,1,1,1,Tourism,North,101,Beverage,20,9.345994479,3.064949708,0,1,0
2024-01-06,Jammu,Dry Fruits,95,1,1,1,1,Tourism,North,102,Grocery,250,5.103627255,0.407334494,0,1,10
2024-01-06,Jammu,Woolen Jackets,99,1,1,1,1,Tourism,North,103,Clothing,1500,3.467018469,4.956104388,0,1,100
2024-01-06,Jammu,Mosquito Repellents,3,1,1,1,1,Tourism,North,104,Health,80,9.876268791,5.664716997,0,1,5
2024-01-06,Jammu,Cold Beverages,4,1,1,1,1,Tourism,North,105,Beverage,30,4.509870921,7.941235646,0,1,2
2024-01-06,Jammu,Rice,6,1,1,1,1,Tourism,North,106,Grocery,60,6.221442986,9.764988852,0,1,3
2024-01-06,Hyderabad,Packed Bottled Water,5,1,1,1,2,Metro,South,101,Beverage,20,27.61080772,1.635331059,0,0,0
2024-01-06,Hyderabad,Dry Fruits,3,1,1,1,2,Metro,South,102,Grocery,250,21.59624055,9.83914637,0,0,10
2024-01-06,Hyderabad,Woolen Jackets,6,1,1,1,2,Metro,South,103,Clothing,1500,27.43710914,4.46940364,0,0,100
2024-01-06,Hyderabad,Mosquito Repellents,11,1,1,1,2,Metro,South,104,Health,80,22.06837785,7.0030878,0,0,5
2024-01-06,Hyderabad,Cold Beverages,12,1,1,1,2,Metro,South,105,Beverage,30,21.01120533,2.728414948,0,0,2
2024-01-06,Hyderabad,Rice,30,1,1,1,2,Metro,South,106,Grocery,60,26.4103549,7.923347184,0,0,3
2024-01-07,Jammu,Packed Bottled Water,18,1,1,1,1,Tourism,North,101,Beverage,20,6.825934389,5.264227252,0,1,0
2024-01-07,Jammu,Dry Fruits,73,1,1,1,1,Tourism,North,102,Grocery,250,6.115973417,7.404194647,0,1,10
2024-01-07,Jammu,Woolen Jackets,99,1,1,1,1,Tourism,North,103,Clothing,1500,3.468468501,0.663307282,0,1,100
2024-01-07,Jammu,Mosquito Repellents,3,1,1,1,1,Tourism,North,104,Health,80,6.651580349,8.213275783,0,1,5
2024-01-07,Jammu,Cold Beverages,3,1,1,1,1,Tourism,North,105,Beverage,30,6.670185873,7.041169465,0,1,2
2024-01-07,Jammu,Rice,6,1,1,1,1,Tourism,North,106,Grocery,60,4.332910859,9.249506359,0,1,3
2024-01-07,Hyderabad,Packed Bottled Water,4,1,1,1,2,Metro,South,101,Beverage,20,17.15784512,4.725364433,0,0,0
2024-01-07,Hyderabad,Dry Fruits,6,1,1,1,2,Metro,South,102,Grocery,250,28.84633283,8.278882196,0,0,10
2024-01-07,Hyderabad,Woolen Jackets,6,1,1,1,2,Metro,South,103,Clothing,1500,20.78317568,1.821640502,0,0,100
2024-01-07,Hyderabad,Mosquito Repellents,31,1,1,1,2,Metro,South,104,Health,80,27.4443269,2.482929854,0,0,5
2024-01-07,Hyderabad,Cold Beverages,12,1,1,1,2,Metro,South,105,Beverage,30,31.44302217,0.091504276,0,0,2
2024-01-07,Hyderabad,Rice,31,1,1,1,2,Metro,South,106,Grocery,60,18.6453992,5.855376058,0,0,3
2024-01-08,Jammu,Packed Bottled Water,24,1,2,0,1,Tourism,North,101,Beverage,20,5.193347372,3.665094476,0,1,0
2024-01-08,Jammu,Dry Fruits,36,1,2,0,1,Tourism,North,102,Grocery,250,6.236605417,2.900521565,0,1,10
2024-01-08,Jammu,Woolen Jackets,86,1,2,0,1,Tourism,North,103,Clothing,1500,3.63323833,7.410969603,0,1,100
2024-01-08,Jammu,Mosquito Repellents,6,1,2,0,1,Tourism,North,104,Health,80,-1.315407138,2.606201813,0,1,5
2024-01-08,Jammu,Cold Beverages,2,1,2,0,1,Tourism,North,105,Beverage,30,4.324165725,2.169015413,0,1,2
2024-01-08,Jammu,Rice,3,1,2,0,1,Tourism,North,106,Grocery,60,6.041910359,1.766102077,0,1,3
2024-01-08,Hyderabad,Packed Bottled Water,4,1,2,0,2,Metro,South,101,Beverage,20,28.39138333,0.104851841,0,0,0
2024-01-08,Hyderabad,Dry Fruits,6,1,2,0,2,Metro,South,102,Grocery,250,22.3881952,3.163512974,0,0,10
2024-01-08,Hyderabad,Woolen Jackets,4,1,2,0,2,Metro,South,103,Clothing,1500,21.15578313,5.114772244,0,0,100
2024-01-08,Hyderabad,Mosquito Repellents,30,1,2,0,2,Metro,South,104,Health,80,30.79103604,7.132776242,0,0,5
2024-01-08,Hyderabad,Cold Beverages,20,1,2,0,2,Metro,South,105,Beverage,30,27.81455262,3.244643168,0,0,2
2024-01-08,Hyderabad,Rice,31,1,2,0,2,Metro,South,106,Grocery,60,26.41316388,0.723063675,0,0,3
2024-01-09,Jammu,Packed Bottled Water,28,1,2,0,1,Tourism,North,101,Beverage,20,4.456793929,1.872731751,0,1,0
2024-01-09,Jammu,Dry Fruits,55,1,2,0,1,Tourism,North,102,Grocery,250,0.985116777,6.617780079,0,1,10
2024-01-09,Jammu,Woolen Jackets,107,1,2,0,1,Tourism,North,103,Clothing,1500,6.60620445,4.785586795,0,1,100
2024-01-09,Jammu,Mosquito Repellents,4,1,2,0,1,Tourism,North,104,Health,80,1.785974572,8.411217827,0,1,5
2024-01-09,Jammu,Cold Beverages,2,1,2,0,1,Tourism,North,105,Beverage,30,4.743207561,0.353571449,0,1,2
2024-01-09,Jammu,Rice,6,1,2,0,1,Tourism,North,106,Grocery,60,3.687030339,4.369183023,0,1,3
2024-01-09,Hyderabad,Packed Bottled Water,5,1,2,0,2,Metro,South,101,Beverage,20,27.14451468,5.31552841,0,0,0
2024-01-09,Hyderabad,Dry Fruits,3,1,2,0,2,Metro,South,102,Grocery,250,27.10664018,2.242168026,0,0,10
2024-01-09,Hyderabad,Woolen Jackets,4,1,2,0,2,Metro,South,103,Clothing,1500,26.36415721,9.101771988,0,0,100
2024-01-09,Hyderabad,Mosquito Repellents,26,1,2,0,2,Metro,South,104,Health,80,19.30134108,2.284039228,0,0,5
2024-01-09,Hyderabad,Cold Beverages,20,1,2,0,2,Metro,South,105,Beverage,30,37.00774414,3.054140635,0,0,2
2024-01-09,Hyderabad,Rice,13,1,2,0,2,Metro,South,106,Grocery,60,27.26540813,8.015147221,0,0,3
2024-01-10,Jammu,Packed Bottled Water,15,1,2,0,1,Tourism,North,101,Beverage,20,1.655414923,5.269694891,0,1,0
2024-01-10,Jammu,Dry Fruits,53,1,2,0,1,Tourism,North,102,Grocery,250,6.521675052,7.728478479,0,1,10
2024-01-10,Jammu,Woolen Jackets,69,1,2,0,1,Tourism,North,103,Clothing,1500,-0.466323282,0.825840411,0,1,100
2024-01-10,Jammu,Mosquito Repellents,3,1,2,0,1,Tourism,North,104,Health,80,5.009167497,2.772746728,0,1,5
2024-01-10,Jammu,Cold Beverages,2,1,2,0,1,Tourism,North,105,Beverage,30,5.863321322,2.96681584,0,1,2
2024-01-10,Jammu,Rice,4,1,2,0,1,Tourism,North,106,Grocery,60,1.763638106,2.367224491,0,1,3
2024-01-10,Hyderabad,Packed Bottled Water,4,1,2,0,2,Metro,South,101,Beverage,20,36.07806272,2.465468306,0,0,0
2024-01-10,Hyderabad,Dry Fruits,2,1,2,0,2,Metro,South,102,Grocery,250,22.41687644,1.241574691,0,0,10
2024-01-10,Hyderabad,Woolen Jackets,3,1,2,0,2,Metro,South,103,Clothing,1500,42.94253238,1.097956162,0,0,100
2024-01-10,Hyderabad,Mosquito Repellents,15,1,2,0,2,Metro,South,104,Health,80,19.07779181,7.290570888,0,0,5
2024-01-10,Hyderabad,Cold Beverages,29,1,2,0,2,Metro,South,105,Beverage,30,26.46546521,4.774435155,0,0,2
2024-01-10,Hyderabad,Rice,25,1,2,0,2,Metro,South,106,Grocery,60,25.65312809,9.829807548,0,0,3
2024-01-11,Jammu,Packed Bottled Water,16,1,2,0,1,Tourism,North,101,Beverage,20,9.770468446,4.771657149,0,1,0
2024-01-11,Jammu,Dry Fruits,40,1,2,0,1,Tourism,North,102,Grocery,250,4.091309855,3.670300624,0,1,10
2024-01-11,Jammu,Woolen Jackets,90,1,2,0,1,Tourism,North,103,Clothing,1500,3.353766796,0.921587253,0,1,100
2024-01-11,Jammu,Mosquito Repellents,3,1,2,0,1,Tourism,North,104,Health,80,2.881545286,1.910030715,0,1,5
2024-01-11,Jammu,Cold Beverages,4,1,2,0,1,Tourism,North,105,Beverage,30,2.099333303,9.074467873,0,1,2
2024-01-11,Jammu,Rice,6,1,2,0,1,Tourism,North,106,Grocery,60,3.675759202,7.853480938,0,1,3
2024-01-11,Hyderabad,Packed Bottled Water,5,1,2,0,2,Metro,South,101,Beverage,20,22.53629222,4.879548892,0,0,0
2024-01-11,Hyderabad,Dry Fruits,4,1,2,0,2,Metro,South,102,Grocery,250,33.95196312,6.132246397,0,0,10
2024-01-11,Hyderabad,Woolen Jackets,2,1,2,0,2,Metro,South,103,Clothing,1500,15.13796461,3.623314598,0,0,100
2024-01-11,Hyderabad,Mosquito Repellents,15,1,2,0,2,Metro,South,104,Health,80,25.04132937,0.963173808,0,0,5
2024-01-11,Hyderabad,Cold Beverages,15,1,2,0,2,Metro,South,105,Beverage,30,23.59069103,5.444223922,0,0,2
2024-01-11,Hyderabad,Rice,31,1,2,0,2,Metro,South,106,Grocery,60,25.48976819,4.057090723,0,0,3
2024-01-12,Jammu,Packed Bottled Water,28,1,2,0,1,Tourism,North,101,Beverage,20,4.163309453,1.116374323,0,1,0
2024-01-12,Jammu,Dry Fruits,62,1,2,0,1,Tourism,North,102,Grocery,250,5.133234713,5.176970353,0,1,10
2024-01-12,Jammu,Woolen Jackets,99,1,2,0,1,Tourism,North,103,Clothing,1500,10.84726263,2.496762396,0,1,100
2024-01-12,Jammu,Mosquito Repellents,3,1,2,0,1,Tourism,North,104,Health,80,4.77139105,7.1604406,0,1,5
2024-01-12,Jammu,Cold Beverages,6,1,2,0,1,Tourism,North,105,Beverage,30,6.458546349,8.123562369,0,1,2
2024-01-12,Jammu,Rice,6,1,2,0,1,Tourism,North,106,Grocery,60,2.84731629,1.632413782,0,1,3
2024-01-12,Hyderabad,Packed Bottled Water,5,1,2,0,2,Metro,South,101,Beverage,20,23.63377397,5.70693383,0,0,0
2024-01-12,Hyderabad,Dry Fruits,6,1,2,0,2,Metro,South,102,Grocery,250,24.10447684,2.58330641,0,0,10
2024-01-12,Hyderabad,Woolen Jackets,3,1,2,0,2,Metro,South,103,Clothing,1500,31.46346555,5.712402617,0,0,100
2024-01-12,Hyderabad,Mosquito Repellents,12,1,2,0,2,Metro,South,104,Health,80,14.69443375,3.289295943,0,0,5
2024-01-12,Hyderabad,Cold Beverages,29,1,2,0,2,Metro,South,105,Beverage,30,21.79107743,4.699593722,0,0,2
2024-01-12,Hyderabad,Rice,28,1,2,0,2,Metro,South,106,Grocery,60,24.45475904,0.2863878,0,0,3
2024-01-13,Jammu,Packed Bottled Water,25,1,2,1,1,Tourism,North,101,Beverage,20,0.320176235,7.587353612,0,1,0
2024-01-13,Jammu,Dry Fruits,92,1,2,1,1,Tourism,North,102,Grocery,250,6.881886665,0.494680701,0,1,10
2024-01-13,Jammu,Woolen Jackets,86,1,2,1,1,Tourism,North,103,Clothing,1500,10.74108531,9.720057114,0,1,100
2024-01-13,Jammu,Mosquito Repellents,3,1,2,1,1,Tourism,North,104,Health,80,3.001139872,2.97466107,0,1,5
2024-01-13,Jammu,Cold Beverages,6,1,2,1,1,Tourism,North,105,Beverage,30,0.637969891,6.189522281,0,1,2
2024-01-13,Jammu,Rice,3,1,2,1,1,Tourism,North,106,Grocery,60,6.252880988,7.235057224,0,1,3
2024-01-13,Hyderabad,Packed Bottled Water,5,1,2,1,2,Metro,South,101,Beverage,20,17.05175185,4.577251468,0,0,0
2024-01-13,Hyderabad,Dry Fruits,6,1,2,1,2,Metro,South,102,Grocery,250,28.59423314,4.701105031,0,0,10
2024-01-13,Hyderabad,Woolen Jackets,6,1,2,1,2,Metro,South,103,Clothing,1500,28.84221663,1.22310466,0,0,100
2024-01-13,Hyderabad,Mosquito Repellents,26,1,2,1,2,Metro,South,104,Health,80,25.1491891,7.67344485,0,0,5
2024-01-13,Hyderabad,Cold Beverages,20,1,2,1,2,Metro,South,105,Beverage,30,20.13218546,8.294251223,0,0,2
2024-01-13,Hyderabad,Rice,24,1,2,1,2,Metro,South,106,Grocery,60,16.44981443,3.871889197,0,0,3
2024-01-14,Jammu,Packed Bottled Water,25,1,2,1,1,Tourism,North,101,Beverage,20,2.874958713,6.954410138,0,1,0
2024-01-14,Jammu,Dry Fruits,95,1,2,1,1,Tourism,North,102,Grocery,250,7.505753114,6.371052418,0,1,10
2024-01-14,Jammu,Woolen Jackets,94,1,2,1,1,Tourism,North,103,Clothing,1500,3.183232319,0.475628141,0,1,100
2024-01-14,Jammu,Mosquito Repellents,6,1,2,1,1,Tourism,North,104,Health,80,2.012418583,7.916261411,0,1,5
2024-01-14,Jammu,Cold Beverages,2,1,2,1,1,Tourism,North,105,Beverage,30,3.598010381,2.472230274,0,1,2
2024-01-14,Jammu,Rice,6,1,2,1,1,Tourism,North,106,Grocery,60,8.190973297,5.704128338,0,1,3
2024-01-14,Hyderabad,Packed Bottled Water,3,1,2,1,2,Metro,South,101,Beverage,20,12.85260034,7.296256768,0,0,0
2024-01-14,Hyderabad,Dry Fruits,4,1,2,1,2,Metro,South,102,Grocery,250,23.03402936,4.187554723,0,0,10
2024-01-14,Hyderabad,Woolen Jackets,6,1,2,1,2,Metro,South,103,Clothing,1500,20.17891175,5.722696538,0,0,100
2024-01-14,Hyderabad,Mosquito Repellents,24,1,2,1,2,Metro,South,104,Health,80,31.62970933,2.361824609,0,0,5
2024-01-14,Hyderabad,Cold Beverages,16,1,2,1,2,Metro,South,105,Beverage,30,29.0270805,0.229617457,0,0,2
2024-01-14,Hyderabad,Rice,12,1,2,1,2,Metro,South,106,Grocery,60,28.28118511,5.171238703,0,0,3
2024-01-15,Jammu,Packed Bottled Water,10,1,3,0,1,Tourism,North,101,Beverage,20,6.091147127,0.079536107,0,1,0
2024-01-15,Jammu,Dry Fruits,82,1,3,0,1,Tourism,North,102,Grocery,250,6.154046693,9.413488505,0,1,10
2024-01-15,Jammu,Woolen Jackets,107,1,3,0,1,Tourism,North,103,Clothing,1500,7.710346909,9.623233141,0,1,100
2024-01-15,Jammu,Mosquito Repellents,4,1,3,0,1,Tourism,North,104,Health,80,2.968196553,9.028545702,0,1,5
2024-01-15,Jammu,Cold Beverages,2,1,3,0,1,Tourism,North,105,Beverage,30,4.523668118,1.603651959,0,1,2
2024-01-15,Jammu,Rice,4,1,3,0,1,Tourism,North,106,Grocery,60,7.341017006,9.252817623,0,1,3
2024-01-15,Hyderabad,Packed Bottled Water,3,1,3,0,2,Metro,South,101,Beverage,20,26.29089526,1.724092555,0,0,0
2024-01-15,Hyderabad,Dry Fruits,6,1,3,0,2,Metro,South,102,Grocery,250,26.70636273,8.527657463,0,0,10
2024-01-15,Hyderabad,Woolen Jackets,3,1,3,0,2,Metro,South,103,Clothing,1500,17.50408668,8.447425732,0,0,100
2024-01-15,Hyderabad,Mosquito Repellents,13,1,3,0,2,Metro,South,104,Health,80,29.80384872,5.492353791,0,0,5
2024-01-15,Hyderabad,Cold Beverages,12,1,3,0,2,Metro,South,105,Beverage,30,32.66122134,2.527935996,0,0,2
2024-01-15,Hyderabad,Rice,14,1,3,0,2,Metro,South,106,Grocery,60,37.18532964,9.860372611,0,0,3
2024-01-16,Jammu,Packed Bottled Water,12,1,3,0,1,Tourism,North,101,Beverage,20,0.257368886,0.231754705,0,1,0
2024-01-16,Jammu,Dry Fruits,46,1,3,0,1,Tourism,North,102,Grocery,250,9.38587286,1.364207142,0,1,10
2024-01-16,Jammu,Woolen Jackets,120,1,3,0,1,Tourism,North,103,Clothing,1500,1.031256489,4.109494954,0,1,100
2024-01-16,Jammu,Mosquito Repellents,2,1,3,0,1,Tourism,North,104,Health,80,6.873427897,5.779988056,0,1,5
2024-01-16,Jammu,Cold Beverages,4,1,3,0,1,Tourism,North,105,Beverage,30,2.665790697,8.976430266,0,1,2
2024-01-16,Jammu,Rice,4,1,3,0,1,Tourism,North,106,Grocery,60,1.597461158,2.068498131,0,1,3
2024-01-16,Hyderabad,Packed Bottled Water,3,1,3,0,2,Metro,South,101,Beverage,20,19.13972115,6.408967998,0,0,0
2024-01-16,Hyderabad,Dry Fruits,3,1,3,0,2,Metro,South,102,Grocery,250,27.82130019,2.303325674,0,0,10
2024-01-16,Hyderabad,Woolen Jackets,2,1,3,0,2,Metro,South,103,Clothing,1500,25.50406602,6.381610051,0,0,100
2024-01-16,Hyderabad,Mosquito Repellents,12,1,3,0,2,Metro,South,104,Health,80,20.59887525,5.053280743,0,0,5
2024-01-16,Hyderabad,Cold Beverages,16,1,3,0,2,Metro,South,105,Beverage,30,25.26642222,6.108609981,0,0,2
2024-01-16,Hyderabad,Rice,11,1,3,0,2,Metro,South,106,Grocery,60,28.40148562,4.203453931,0,0,3
2024-01-17,Jammu,Packed Bottled Water,20,1,3,0,1,Tourism,North,101,Beverage,20,3.314966716,0.059844469,0,1,0
2024-01-17,Jammu,Dry Fruits,75,1,3,0,1,Tourism,North,102,Grocery,250,-1.134542924,5.757571946,0,1,10
2024-01-17,Jammu,Woolen Jackets,90,1,3,0,1,Tourism,North,103,Clothing,1500,0.640576718,6.251390032,0,1,100
2024-01-17,Jammu,Mosquito Repellents,6,1,3,0,1,Tourism,North,104,Health,80,6.577269074,1.439714063,0,1,5
2024-01-17,Jammu,Cold Beverages,4,1,3,0,1,Tourism,North,105,Beverage,30,4.863499368,6.52840468,0,1,2
2024-01-17,Jammu,Rice,6,1,3,0,1,Tourism,North,106,Grocery,60,3.241179437,7.213074932,0,1,3
2024-01-17,Hyderabad,Packed Bottled Water,5,1,3,0,2,Metro,South,101,Beverage,20,28.72797814,9.332222174,0,0,0
2024-01-17,Hyderabad,Dry Fruits,4,1,3,0,2,Metro,South,102,Grocery,250,23.61256824,3.149621666,0,0,10
2024-01-17,Hyderabad,Woolen Jackets,6,1,3,0,2,Metro,South,103,Clothing,1500,21.69959976,1.128459969,0,0,100
2024-01-17,Hyderabad,Mosquito Repellents,14,1,3,0,2,Metro,South,104,Health,80,23.63085948,7.291727567,0,0,5
2024-01-17,Hyderabad,Cold Beverages,13,1,3,0,2,Metro,South,105,Beverage,30,24.91665021,0.583569366,0,0,2
2024-01-17,Hyderabad,Rice,18,1,3,0,2,Metro,South,106,Grocery,60,24.09352731,7.986970348,0,0,3
2024-01-18,Jammu,Packed Bottled Water,18,1,3,0,1,Tourism,North,101,Beverage,20,5.946974646,8.39597699,0,1,0
2024-01-18,Jammu,Dry Fruits,88,1,3,0,1,Tourism,North,102,Grocery,250,5.514227985,0.125814447,0,1,10
2024-01-18,Jammu,Woolen Jackets,56,1,3,0,1,Tourism,North,103,Clothing,1500,3.831041584,0.316325653,0,1,100
2024-01-18,Jammu,Mosquito Repellents,2,1,3,0,1,Tourism,North,104,Health,80,2.466139806,2.233538645,0,1,5
2024-01-18,Jammu,Cold Beverages,2,1,3,0,1,Tourism,North,105,Beverage,30,9.133346313,3.548255234,0,1,2
2024-01-18,Jammu,Rice,6,1,3,0,1,Tourism,North,106,Grocery,60,7.57975399,2.5011863,0,1,3
2024-01-18,Hyderabad,Packed Bottled Water,5,1,3,0,2,Metro,South,101,Beverage,20,27.07060849,7.473984298,0,0,0
2024-01-18,Hyderabad,Dry Fruits,4,1,3,0,2,Metro,South,102,Grocery,250,23.15598382,2.423766093,0,0,10
2024-01-18,Hyderabad,Woolen Jackets,3,1,3,0,2,Metro,South,103,Clothing,1500,29.21772591,5.860600787,0,0,100
2024-01-18,Hyderabad,Mosquito Repellents,15,1,3,0,2,Metro,South,104,Health,80,23.91369394,3.159544008,0,0,5
